Location,Date,Event,Cause of Death,Full Name,Outcome,Birthplace,Birthdate,Individuals Involved,Victim,Career,Education,Marriage,Date of Death,Occupation,Legal Outcome,Place of Birth,Family History,Date of Birth,Age,Family,Role,Name,Achievements,Individual,Nationality,Individual Involved,Family Background,Profession,Aircraft,Date of Accident,Nickname,Awards,Aviation Accident,Military Service,Position,Event Trigger,Notable Achievements,Disappearance,Background,,Political Affiliation,Flight Number,Affiliation,Place of Death,Aviation Achievements,Death,Cause of Accident,Victims,Incident,Details,Training,Aircraft Involved,Influence,Career Highlights,Circumstances,College,Flight,Accident,Post-War Career,Birth Date,Date of Incident,Rank,Involvement,Political Involvement,Racing Career,Location of Death,Roles,Events,Political Party,Location of Crash,Date of Disappearance,Political Career,Family Connection,Location of Accident,Person,Service Period,Pilot,Cause of Crash,Victories,Contributions,Combat Missions,Spouse,Championships,Airline,Death Date,Achievement,Birth Year,Parents,Military Rank,Record Label,Career Achievements,NFL Team,NFL Draft,College Achievements,NFL Achievements,Route,Military Titles,Service in World War I,Awards Received,Activity in China,Total Fatalities,Survival,Memorial,Outcome:,"Arland Dean Williams Jr. was a passenger on Air Florida Flight 90, which crashed in Washington, D.C. on January 13, 1982, leading to 74 fatalities. He was one of six initial survivors and selflessly helped the others escape before tragically drowning. Williams' heroic actions were honored by renaming the 14th Street Bridge in his memory. Born in Mattoon, Illinois, Williams had a diverse background and a family history that showcased his character and courage during the aviation accident.",Accident Location,FAA Certificates,Military Awards,Combat Achievements,Family Status,Event Involvement,Passenger,UN Position,Bombing Conviction,Childhood,WWI Service,Inventor,Father,Mother,Early Education,Academic Achievements,Honorary Doctorate,"This table provides a comprehensive overview of the key details related to Bipin Rawat, including his personal background, educational achievements, family history, and significant career milestones.",Activism,Outcome/Tribute,Legacy,Podiums,Total Points,Pole Positions,Early Career,Formula Two Career,Formula One Career,World Sportscar Championship,Achievements in Aviation,Details of Final Flight,Additional Individuals Involved,Flying Hours,Pearl Harbor Incident,Mulberry Canyon Crash,Aircraft Owned,Stage Name,Current Position,Playing Position,Premier League Clubs,European Cup Finals,Serie A Clubs,National Team Caps,World Cup Appearances,European Championship Appearances,Managerial Career,Romanian First League Wins,Associated Companies,Relationship,Position(s),District,Aviation Experience,Tragic Event,Notable Events,Aviation Incidents,Burial Location,Notable Achievement,-------------------------------,Felipe Humberto Camiroaga Fernández,Significance,Age at Death,Notable Contributions,Total Flight Hours,House District,Marital Status,Military Career,Notable Actions,Early Flying Experiences,Military Background,Pilot Certification,Competition Aircraft,Aerobatic Aircraft,Aerial Achievements,Company,Cause of Disappearance,Formula One World Championships,Triple Crown of Motorsport,Monaco Grand Prix Success,1969 United States Grand Prix,Decline in Performance,Overall Legacy,Time,Cricket Career,Persons Involved,Activities,Alias,Shootdown Date,Prisoner of War,Diplomatic Efforts,Movie Reference,Military Affiliation,Theaters Served,Total Combat Missions,Times Shot Down,Aerial Victories,Military Service Details,Notable Film Scores,Collaborators,Search Efforts,Declaration of Death,Discovery of Remains,Federal Cabinet Jobs,Retirement,Entry into Provincial Politics,Leadership Election,Cabinet Formation,Re-Election,Early Provincial Election,Early Aviation Experiences,Tragic Death,Aircraft Types,Role in Accident,Date of Crash,Flight Route,Number of Fatalities,Other,Championship Title,Fighting Style,Notable Rivalries,Personal Life,Accolades,Award,Aspirations,Invention,Innovations,Personal Background,Cierva Autogiro Company,Tragedy,Ring Names,Debut Date,Number of Casualties,Date of Aviation Accident,Location of Aviation Accident,Association with James Dean,Details of the Accident,Outcome of the Accident,"In this context, the aviation accident involving Lance Graf von Haugwitz-Hardenberg-Reventlow occurred on September 30, 1955 in Salinas, California. He was friends with fellow auto enthusiast James Dean and was one of the last people to speak to Dean before they met on their way to an auto race, where Reventlow succumbed to injuries in the aviation accident.",Wealth,Number of Passengers,Number of Crew,Person Involved,Family Business,Specialized Bread,Flour Composition,Bread Varieties,Baking Philosophy,Innovation,Recognition,Locations,Known As,Date of Record,Engineer Graduation,Speed Record,Motor Enhancement,Fatal Accident,World Championship Participation,Passengers Killed,Death date,Military Unit,Accompanying,Athletic Achievements,September 11 Involvement,Record-breaking Flights,Founding Hospitals,Relation to Aviation Accident,Aircraft involved,Involvement in Aviation Accident,Midshipman,Sub-lieutenant,Lieutenant,Lieutenant Commander,Captain,Rear Admiral,Vice Admiral,Incident Date,Target,Combat Experience,Date of Husband's Crash,Significant Achievements,Heroic Act,Political Title,Negotiation,Transfer of Panama Canal,Father's Origin,Key Achievements,"In this table, the event is the aviation accident that occurred on December 20, 1995. The victims involved in the accident were Paris Christos Kanellakis, Maria Teresa Otoya, Alexandra Kanellakis, and Stephanos Kanellakis. The cause of death was the crash of American Airlines Flight 965.",Incident Type,Year,Victim 1,Victim 2,Notable Projects,Notable Fact,Hall of Fame,Guitar Techniques,Notable Songs,Guitar Model,Victory Count,Shared Kills,Probable Kills,Damaged,Destructions,Unit,Inspiration,Space Mission,Victim Name,Racing Series,Number of Victims,Racing Achievements,Parachute Design,Decorations,Circumstances of Death,Squadron Leader Robert Kronfeld,- Awarded the Hindenburg Cup in 1930,- Held world records for distance and height in 1930,- Successfully flew 100 km in a glider in 1929,- Built a gigantic sailplane named Austria,Teams,Seasons Played,Games Played,Rushing Yards,Touchdowns,High School,Degree,Role in Notre Dame,Association,Films,Debut Film,Number of Isle of Man TT Victories,Aircraft Piloted,Race/Event,Eric Forman,Donna Pinciotti,Steven Hyde,Band Name,Guitarist,Significant Acts,Debut Album,Signature Style,Impact,Europe Fame,Notable Races Won,Driving Style,Significant Wins,Congressional District,Consequence,Notable Accomplishments,Firsts,Residence,Team,Duration with Team,Survivors,Relationship to Aviation,Formation Year,Albums Released,Chart-topping Hits,Sport,World Junior Championships 1994,European Indoor Championships,Personal Best,Olympic Performance,Citizenship Change,Finalization of Transfer,Expansion Efforts,Partnerships,Career Achievement,Date and Location,Other Individuals Involved,Promotions,Significant Commands,Spouses,Children,Key Achievement,Political Event,Exiled Location,Connection to Aviation Accident,trigger
United States,Early 1993,Aviation Accident,,,Fatal plane crash,,,Alan Dennis Kulwicki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alan Kulwicki
Unknown,"March 14, 1980",,,,,,,,Alan Parkhurst Merriam,,,,,,,,,,,,,,,,,,,,LOT Polish Airlines Flight 007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alan P. Merriam
,,,Aviation accident,Albert Scott Crossfield,Fatal result due to the aviation accident,"Berkeley, California",2 October 1921,,,"Test pilot at Edwards Air Force Base, California",University of Washington (bachelor's and master's degree in aeronautical engineering),Alice Virginia Knoph (married in 1943),Not provided,,,,,,,Son named Paul Stanley Crossfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Albert Scott Crossfield
"Casarrubios del Monte, Spain","August 17, 2010",Aviation Accident,,,Fatal plane crash,,,Álex Maclean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alejandro Maclean
"Taimyr Peninsula, Russia","April 28, 2002",Helicopter Crash,,,Fatal helicopter crash,,,Lieutenant General Alexander Ivanovich Lebed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alexander Lebed
,,Villa Castelli helicopter collision,,,,,,,Alexis Vastine,,,,During filming of 'Dropped' reality show,Boxer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alexis Vastine
,,,Mysterious disappearance and death,Alfred Léonard Loewenstein,,"Brussels, Belgium",1877,,,,,,,Financier,,,,,,,,,,,Belgian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alfred Lowenstein
,"February 12, 2009",Aviation Accident,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Continental Connection Flight 3407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Newark, New Jersey to Buffalo, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alison Des Forges
,30 September 1918,,,,,,,,,,,,,,,,,,,,,,,"Captain Allen Algernon Bathurst, Lord Apsley, M.C., DSO, TD, DL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Captain, Lord",Served in the Royal Gloucestershire Hussars,"Military Cross, Distinguished Service Order",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Allen Bathurst, Lord Apsley"
"Near Howland Island, Pacific Ocean",1937,Circumnavigational Flight,,,"Disappearance, presumed crashed",,,"Amelia Earhart, Fred Noonan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Amelia Earhart
,,,"Disappeared during a ferry flight, subject of discussion",Amy Johnson CBE,,,1903,,,"First woman to fly solo from London to Australia, records, Second World War pilot","University of Sheffield, Bachelor of Arts degree in economics",Jim Mollison,,,Circumstances of death discussed over years,"Kingston upon Hull, East Riding of Yorkshire","Daughter of Amy Hodge, granddaughter of William Hodge, from a family of merchants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Amy Johnson
,,,Plane crash in bad weather while returning to the airport after an unplanned flight,An Chang-nam,,"Seoul, Korea",,,,,,,,,,,,,,,,,"First Korean aviator, obtained pilot's licenses in Japan, joined the independence movement against Japanese rule",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Joined Guo Songling's army, lived in Beijing, joined Yen Hsi-shan's army, became principal of the Shanxi Aviation Academy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,An Chang-nam
Poland,,,,Anna Jantar-Kukulska,Fatal plane crash,,,Anna Jantar-Kukulska,,,,,,,,,,,,,,,,,,,,,,1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anna Jantar
,,,,"Antoine Marie Jean-Baptiste Roger, comte de Saint-Exupéry",,"Lyon, France","June 29, 1900 (presumed date of death: July 31, 1944)",,,"Successful commercial pilot, writings of The Little Prince and other works",,,,,,,,,,,,,,,,,,,,,,,,,,,,Presumed death during reconnaissance mission over the Mediterranean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antoine de Saint-Exup茅ry
Hendon,1 May 1933,Plane Crash,,,Fatal crash,,,,,,,,,,,,,,,,,,,,,Viscount Knebworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Antony  Bulwer-Lytton, Viscount Knebworth"
"Washington, D.C.","January 13, 1982",,,,,,,,,,,,,,,,,,,,Passenger,,,,,,,,,,,,,,,,,,"Born and raised in Mattoon, Illinois; attended The Citadel in South Carolina; Son of A.D. Williams and Virginia Church Williams; Divorced father of Arland D Williams III and Leslie A Williams",,,,,,,,,,,,,,,,,,Air Florida Flight 90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,"Initially survived with 5 others, but drowned after helping them escape",14th Street Bridge over the Potomac River renamed in his honor,Outcome:,"Arland Dean Williams Jr. was a passenger on Air Florida Flight 90, which crashed in Washington, D.C. on January 13, 1982, leading to 74 fatalities. He was one of six initial survivors and selflessly helped the others escape before tragically drowning. Williams' heroic actions were honored by renaming the 14th Street Bridge in his memory. Born in Mattoon, Illinois, Williams had a diverse background and a family history that showcased his character and courage during the aviation accident.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Arland D. Williams, Jr."
,,,Failure to recover from a spin in Pitts S-2 camera plane,Arthur Everett Scholl,,,,,,,"Aeronautics degree from California State University, San Jose",,,"Aerobatic pilot, aerial cameraman, flight instructor, educator",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Founder of an aerobatics school and maintenance facility at Flabob Airport in Riverside, CA",,,,,,,,,,,,,,,Died during the filming of Top Gun in a plane crash into the Pacific Ocean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Off the coast of Southern California,"ATP in multi-engine land and sea planes, commercial privileges in various aircraft",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Art Scholl
N/A,N/A,Aviation Accident,,,Survived,,,Arvid Lindman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arvid Lindman
,,,,Audie Leon Murphy,,"Kingston, Hunt County, Texas","June 20, 1925",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21-year acting career, played himself in To Hell and Back, starred in Whispering Smith",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Medal of Honor, French and Belgian awards","Single-handedly held off a company of German soldiers, led successful counterattack while wounded","Born into a family of sharecroppers, mother died when teenager, father abandoned family",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Audie Murphy
"Cotroceni airfield, Bucharest","June 17, 1910",Aviation Accident,,,Fatal plane crash,,,Aurel Vlaicu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aurel Vlaicu
,,,Plane crash due to sabotage,Beverly Homer DeLay,,"Alameda, California","August 12, 1891",,,,,,,,No one charged in connection with the death,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B. H. DeLay
,,,,,,,,,,Worked at Martins Bank; Nanny in Switzerland and San Francisco; Flight attendant at BOAC,"Attended Greystones School, Bradford; Scarborough Girls' High School; Doncaster High School",,,,,"Kingsdale Crescent, Bradford, West Riding of Yorkshire",,,,,,,,,,,,,,,Jane Harrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24 May 1945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Posthumously awarded George Cross for role in evacuation of BOAC Flight 712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barbara Jane Harrison
,"September 11, 2001",September 11 Attacks,,,Fatal plane crash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flight 77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barbara Kay Olson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barbara Olson
