Location,Bridge Name,Casualties,Purpose,Collapse Date,Cause of Collapse,Designer,Construction Type,Construction Start Date,Length,Significant Event,Completion Date,Reason for Failure,Fatalities,Opening Date,Historical Significance,Date of Incident,Main Span Length,Date of Collapse,Construction Dates,Date,Replacement Bridge,Design,Designers,Construction Details,Purpose of the bridge,Different designs of bridges,Earliest types of bridges,Examples of ancient bridges,Specific timber bridge details,Chief Engineer,Preservation Status,Injuries,Type,Cause of Failure,Construction Company,Ownership,Construction Year,Reason for Collapse,Importance,Construction Material,Cost,Type of Bridge,Construction Cost,Construction Completion Date,Significance,Total Length,Historical Background,Historical origin of the word 'bridge',Inauguration Date,Immediate Response,Collision Details,Notable Event,Foundation Stone Laid Date,Population,Tragic Incident,Design and Construction,Reason for Replacement,Subsequent Actions,Management Authority,Construction Companies,Triggering Event,Original Bridge Collapse Date,Design Features,Previous Bridge Name,Original Bridge,Current Status,Event,Notable Feature,Reason for Closure,Significant Events,Designation,Structure Type,Span Length,Replacement Completion Date,Date of Construction,Responsible Party,Construction Timeline,Bridge Type,Outcome,Construction Period,Span Dimensions,Tower Composition,Event leading to collapse,Significant Detail,Scheduled Completion Date,Project Purpose,Causes of Failure,Public Response,Repair Costs,Peregrine Falcon Breeding Program,Engineering Firm,Bridge Features,Total Span Length,Original Purpose,Bridge Conversion,Rail Service End Year,Pedestrian Ramp Date,Restoration Funding,Project Completion,Rebuilt Year,Widening,Bus Diversions,Demolition Year,Replacement Design Approval,Reopening to Cars,Historic Significance,"June 18, 2000","September 30, 2006",Origin of the word 'bridge',Collapse Event,Replacement,Town Name,Landmarks,History,Notable Residents,Companies Involved,Project Manager Consultant,Collapse Details,Age of Bridge,Reported Crack,Maintenance Responsibility,Root Cause of Collapse,Number of Traffic Lanes,Sidewalk,Previous Bridge Failure,Appearance,Previous Bridge Type,Replacement Construction,Previous Replacement,Waterway Closure Duration,Bridge Closure Duration,Operational Year,Inquiry Findings,Impact of Collapse,Viaduct Name,Subsequent Action,Memorial Park Location,Initial Design Year,Phase 1 Completion Date,Phase 2 Construction Start Date,"September 26, 2007",,Initial Name,Renamed,Replacement Designers,Influence on Other Bridges,Consulting Engineer,Consulting Engineer's Future Work,Architectural Style,Architectural Significance,Structural Features,Material Composition,Modifications,Reconstruction Completion Date,Condition,Deaths,Vehicles Affected,Responsible Entity,Tower Height,Clearance to Water,Fatal Bridge Incident Date,Fatality Count,Proposed Second Bridge Construction Date,Estimated Cost of New Bridge,Funding Source,Alternative Name Proposal,Supporting Structure,Coordinates,Construction Changes,Failure Date,Failure Cause,Replacement Date,Original Bridge Details,Final Cost,Connection,Renamed in,Original Construction Plan,Opposition to Construction,Government Threat,Agreement Signing Date,Construction Contractor,Consulting Engineers,Bridge Span Length,"December 13, 2000","December 28, 2000",Other,Official Naming,Location of Incident,Description of Collapse,Consequences,Impact on Engineering Company,Lessons Learned,Original Twin Span Opening,Hurricane Katrina Damage,Replacement Span Opening,Westbound Lanes Completion,Bridge Official Naming,Original Twin Span Demolition,Original Span Details,Replacement Span Details,Damage after Hurricane Katrina,Event Date,Rescue Efforts,Bridge Location,Bridge Design,Post-Collapse Efforts,Engineers,Tolls,Fatal Collapse Date,Design Firm,Additional Bridges,Lane Width,Toll Cost,Extent of Damage,Cause of Fire,Restoration Efforts,Height,Original Structure,Record,Rebuilding,Commercial Service,Restoration,Collapse Reason,Ranking,Historical Designation,Original Bridge Type,Original Bridge Length,Main Span,Collapse Consequences,Details,Southern Terminus,Northern Terminus,Record Status,Total Concrete Pilings,Originator,Initiator,Organization,Commissioner,Railway Track Speed,Official Name,Road Bridge,Damages & Repairs,Borough Establishment,Incorporation Date,Incorporation Process,Referendum Date,Native American Inhabitants,Borough Naming Origins,Original Parker Homestead Date,Post Office Name Change,Early Economies and Residents,Military Involvement,Destruction Details,Post-War Status,Relevance to Bay Bridge,Local Traffic,Long-Distance Traffic,Major Highways Connected,Causes,Legal Implications,Compensation,Event Background,Railway System,Initial Construction,Upgrade,Reason for Upgrade,New Bridges Construction,Entities Involved in Construction,Causes of Collapse,Investigation,Legal Actions,Replacement Span Name,Contributing Factors,Debut Match,Contract Renewal,Loan Spell,Debut in French Football,Injury,Loan Cancellation,Release from Aston Villa,Heritage,Partial Use of Lanes,Connection of Districts,Lanes and Sidewalk,Traffic Flow Direction,Former Bridge Details,Former Bridge Dimensions,Demolition Date,Decision Outcome,Design Type,Architects,Inspection History,Maintenance,Distance from Juba,Distance from Gulu,Administrative Changes,Recent Developments,Population Estimates,Recent Infrastructural Projects,Imports from Uganda,Previous Bridges,Construction Project,Demolition Process,Westbound Span Opening,Eastbound Span Completion,Initial Issue,Impact,Repair Status,Destruction Event,Reconstruction Plan,Supporting Agency,Purpose of footbridges,Various bridge designs,Ancient bridge examples,Historical origin of footbridges,Importance of footbridges in rural areas,Recognition,Historical Context,Proposal Originator,Reconstruction Date,Original Arch Dimensions,Auxiliary Arches Dimensions,Construction Supervisor,Initial Construction Completion Date,Financial Supporter,Previous Collapses,Significance During Conflict,Historical Border Marker,Impact of World War II,Date of Accident,Number of Fatalities,Responsible Operator,Guilty Parties,Contributory Negligence,Financial Outcome,Expansion Date,Construction Improvement,Key Event,Construction Failures,Dimensions,Connecting Feature,Replacement for Original Bridge,Length of Bridge,Causeway Type,Second-Longest Bridge in Texas,Named After,Height at Apex,Weight,Replacement Occurrence,Replaced Bridge,Victim Count,Usage,Date of Opening,Primary Decks,Names of Sections,Supporting Engineer,Press Coverage,Largest Concrete Arch Status,Bridge Renovation,Highway Carried,Renaming History,Partial Failure Incident Date,Details of the Incident,Impact of Failure,Replacement Reason,Current Bridge Height,Annual Event,Notable Incident 1,Notable Incident 2,Film Connection,Construction Date,Abutment Spacing,Pier-to-Pier Spacing,Reconstruction Status,Investigation Outcome,Predecessors,Similar Design Bridges,Action Taken,Reopening Status,Builder,Year Opened,Previous Bridge,Characteristics,Toll System,Major Disasters,Popular Activities,Restrictions,Water Depth,Wedding Availability,Ceremony Restrictions,Original Bridge Opening,Original Bridge Collapse,Design Flaw,Replacement Bridge Opening,Replacement Bridge Details,Built,Grade,Initial Collapse Date,Repair Duration,Cost of Repair,Date of incident,Vessel involved,Damage caused,Human casualties,Aftermath,- Ship sunk under the bridge,- Cars drove over collapsed sections,- Press images of vehicles balancing on the ledge,- Wreck remains on the riverbed without navigation hazard,- Major impact on the bridge's structure and traffic,Budget Allocation,Debt and Losses of Company,Events Leading to Collapse,Collapse Incident Date,Response Efforts,Legal Charges Filed,Impact on Navigation,Height Above Water,Traffic Volume,Number of Lanes,Traffic Occupancy,Highway Name,Maintenance Issues,Closure Reason,Replacement Project,Official Dismantling Completion,Adaptive Reuse Post-Closure,Widening Date,Investigation Results,Architect,Architectural Features,Original Span,Final Span,Suspension Chain Details,Memorial,Actions Taken,Impact on Railway Traffic,Beams Removal Process,trigger
"Arta and Ioannina prefectures, Greece",Plaka Bridge,,,"February 1, 2015",,,,,,,,,,,"Largest one-arch bridge in Greece and the Balkans, third largest one-arch stone bridge in Europe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,"40m width, 17.61m height",6m width each,Kostas Bekas,1866,"Ottoman Sultan Abdülaziz, local communities, Ioannis Loulis",Two attempts in 1860 and 1863,Site of Greek victory against the Turkish garrison in 1878,Between Kingdom of Greece and the Ottoman Empire from 1881-1912,"Bombed by Germans, repaired by locals with cement in 1943",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plaka Bridge
"Victoria, British Columbia",Point Ellice Bridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Poor specifications, extensive use of welded iron rather than weldless",,,,,,,,,,Bridge still exists connecting Bay Street between Victoria and Victoria West in the same location today,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"May 26, 1896","55 men, women, and children",Consolidated Electric Railway Company,Operator and city council of Victoria,Overloading the streetcar and lack of maintenance of the bridge,Company went into receivership and later reorganized as British Columbia Electric Railway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point Ellice Bridge
"Ottawa River between Gatineau, Quebec and Ottawa, Ontario",Portage Bridge,,"Connects communities of Gatineau and Ottawa, named after historic Portage Trail",,,National Capital Commission,"Built in 1973, expanded in 1988",1973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1988,"Started construction work on March 30, 2019 for safety enhancements and infrastructure improvements","Expansion in 1988, Construction improvements in 2019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Portage Bridge
Saint Lawrence River between Sainte-Foy and Lévis,Quebec Bridge,,,,,,,,,,1919,,,,,,,,,,,,,,,,,,,,,,,,,Canadian National Railway since 1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National Historic Site in 1995,Riveted steel truss,549m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1907 and 1916, resulting in 88 lives lost","987m long, 29m wide, 104m high",Connects south and north shores of St. Lawrence River,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quebec Bridge
"Southern Cameron County, Texas",Queen Isabella Memorial Bridge,,,,,,Concrete pier-and-beam bridge with a steel cantilever beam main span,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queen Isabella Causeway,,,,,,"1. Plane crash in 1996, 2. Barge collision causing a section of the bridge to fall in 2001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The Causeway opened in 1974, replaced the previous Queen Isabella Causeway",2.37 miles,Road bridge connecting South Padre Island to the mainland,Yes,Queen Isabella of Castile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queen Isabella Causeway
"St. Anna Bay in Willemstad, Curaçao",Queen Juliana Bridge,,Allowing traffic to cross from Punda to Otrobanda,,,N/A (not mentioned in the text),Road bridge for automobile traffic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"April 30, 1974",,,,,,,,,,,,,,,,,,,,,,,,"Provides a high vantage point for views of Punda, Otrobanda, and Schottegat",,,,,,Not specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.4 meters above the water,"3,400 tons",Eastern part collapsed in 1967 and was replaced,"Queen Emma Bridge, closed to vehicle traffic after the completion of Queen Juliana Bridge",Fifteen workers killed during the collapse of the original eastern part in 1967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queen Juliana Bridge
,,,,,,,,,,,,,,,,,,,,,,,,,"Provide passage over physical obstacles, usually difficult to cross","Vary based on the function, terrain, material, and available funds","Stepping stones, boardwalk bridges across marshland","Arkadiko Bridge, Sweet Track, Post Track, Holzbrücke Rapperswil-Hurden","Holzbrücke Rapperswil-Hurden in Switzerland, dating back to 1523 BC",,,,,,,,,,,,,,,,,,,Traced back to Old English word 'brycg' from Proto-Indo-European,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rail bridge
,,,,,,,,,,,,,,,,,,,,,,,,,Provide passage over physical obstacles,"Vary based on function, terrain, material, and funds","Stepping stones, boardwalk bridges across marshland","Arkadiko Bridge, Sweet Track, Post Track, Holzbrücke Rapperswil-Hurden","Holzbrücke Rapperswil-Hurden in Switzerland, dating back to 1523 BC",,,,,,,,,,,,,,,,,,,Traced back to Old English word 'brycg' from Proto-Indo-European,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Railway bridge
"Vienna, spanning the Danube between Mexikoplatz in Leopoldstadt and the Donauinsel in Donaustadt",Reichsbrücke,,"To link different parts of Vienna across the Danube, reducing traffic disruptions and providing important transportation infrastructure",,,,,,,,,,,,,,,,,,,,,"Originally built in 1872-1876 as Kronprinz-Rudolph-Brücke, renamed Reichsbrücke in 1919, new suspension bridge constructed between 1934-1937",,,,,,,,,,,,,,,,,,,,,,,"Old bridge built before regulation of the Danube, was extended and shifted to make way for the new suspension bridge",,,,,"Renovated between 1948-1952, spared damage during WWII, planned to be replaced by a suspension bridge in the 1930s, opened on 10 October 1937",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carries 50,000 vehicles per day, six lanes of traffic, U-Bahn tracks, footpaths, cyclepaths, utility tunnels, and two tram lines",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reichsbr眉cke
,,,,,,,,,,,,,,,,,,,,,,,,,Provide passage over physical obstacles,"Vary based on function, terrain, material, funds","Stepping stones, boardwalk bridges","Arkadiko Bridge, Sweet Track, Post Track","Holzbrücke Rapperswil-Hurden, dating back to 1523 BC",,,,,,,,,,,,,,,,,,,Old English 'brycg' from Proto-Indo-European,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Road bridge
San Francisco Bay in California,San Francisco–Oakland Bay Bridge,,"Connecting San Francisco to Oakland, carrying about 260,000 vehicles a day, part of Interstate 80",,,,,,,"Collapsed upper deck during 1989 Loma Prieta earthquake, leading to a month-long closure",,,,,,,,,,,,,"Charles H. Purcell, American Bridge Company",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"November 12, 1936","Upper deck for westbound traffic, lower deck for eastbound traffic","Older western section officially known as Willie L. Brown Jr. Bridge, newer eastern section unnamed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Francisco–Oakland Bay Bridge
"San Francisco Bay, California",San Francisco–Oakland Bay Bridge,,"Interstate 80, road link between San Francisco and Oakland, vehicular traffic carrier",,,Charles H. Purcell,Suspension bridge and cantilever bridge,1933,,Partial collapse during the 1989 Loma Prieta earthquake,"November 12, 1936",Portion of the eastern section's upper deck collapsed onto the lower deck during the earthquake,,,,,,,,,,,,,,,,,,Charles H. Purcell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,American Bridge Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Francisco聽鈥_Oakland Bay Bridge
,,18 workers killed,,"August 31, 1939",,,,,,,,,,"July 16, 1943",,,,,,,Replaced by the Höga Kusten Bridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Minimal attention due to World War II starting next day,Held title until 1964,"Renovated after 1997, reopened in 2003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sand枚 Bridge
"Seoul, South Korea",Seongsu Bridge,"32 people dead, 17 injured",,,Failure of supporting truss due to a faulty weld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dong Ah Construction Industrial Company,,,,,,,,,,,"1,160 metres",,,,,,,,,,,Structural weaknesses made the repair unfeasible,,,,,"October 21, 1994",,,,,,,,,,,,"August 15, 1997",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seongsu Bridge
"River Severn between Sharpness and Lydney in Gloucestershire, England",Severn Railway Bridge,,Built primarily to carry coal from the Forest of Dean to the docks at Sharpness,,,,,,,Demolished between 1967 and 1970 due to multiple vessel collisions and pier damage,,Declared uneconomical to repair after repeated pier collisions and span collapses,,,,,,,,,,,,"Constructed in the 1870s, 22 spans, approached via a masonry viaduct, 4,162 ft long",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Severn Railway Bridge
"Latchford, Ontario",Sgt. Aubrey Cosens VC Memorial Bridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carries Ontario Highway 11, part of Trans-Canada Highway",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,October 1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ontario Highway 11,Renamed in 1986 in honour of Aubrey Cosens,"January 14, 2003",Partial failure resulting in bridge closure,Forced Highway 11 traffic to detour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sgt. Aubrey Cosens VC Memorial Bridge
"Brunswick, Georgia",Sidney Lanier Bridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Original bridge twice struck by ships, leading to replacement",480 feet,"""Bridge Run"" sponsored by Southeast Georgia Health System","1972: Ship African Neptune struck bridge, causing bridge collapse",1987: Polish freighter Ziemia Bialostocka struck bridge,Scenes from The Longest Yard filmed on original Sidney Lanier Bridge,"Original span opened June 22, 1956",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sidney Lanier Bridge
