Duration,Outcome,Start Date,End Date,Military Force,Key Events,Event Trigger,Casualties,Date,Purpose,Outcomes,Countries,Reason for Occupation,Background,Significant Events,Signatories,Territory,Territories Occupied,Timeline,Major Operations,Airstrikes,Objective,Consequences,Reason,Second phase,Third phase,Fourth phase,Second phase 1977–1982,Third phase 1982–1984,Fourth phase 1984–1990,Coalition,Total Casualties,Initial Support for Czechoslovak Legion,Support for White forces,End of Interventions,Administration Divided,Major Events,Division,Recognition,Treaty,Zones,Conference Ratification,Territory Changes,Future Implications,Participating Countries,Strategic Significance,Involved Countries,Reasons,Occupying Forces,Division of Serbia,Governing Structure,Harsh Measures,Event,Parties involved,Areas Under Occupation,Measures of Repression,Involved Parties,Opening Months of War,1915 Progress,1916 Offensives,Kingdom of Romania Entry,Theatre of Conflict,Belligerent Powers,Context,Nullification,Administrative Division,Economic Impact,Political Repression,Resistance Movements,Client State,Civilian Casualties,Establishment,Ethnic Impact,Soviet Liberation,Impact on Population,Areas Behind Western Front,US Guarantee of Greenland,Greenland's Self-Ruling,US Coast Guard's Role,Taiwan placed under Republic of China governance,Declaration of martial law in Taiwan,ROC government retreats to Taiwan,Taipei declared temporary capital of ROC,UN expels ROC and replaces with PRC,Martial law lifted in Taiwan,First direct presidential election in Taiwan,Democratic Progressive Party comes to power,Key Military Figures,Key Political Figures,Indian Armed Forces,Pakistani Armed Forces,Indian Casualties,Pakistani Casualties,Conflicting Claims,Countries Involved,Support,Major Insurgent Attacks,Key Outcome,Strategic Importance,Motivation for Invasion,Military Forces,Timeline of Main Events,Agreement between France and Japan,Territorial Occupation by Japan,Strategic Goals of Japan,Iraqi invasion of Kuwait,Coalition intervention,Naval operations,Air campaign,Liberation of Kuwait,Post-ceasefire,Geography,British Strategy,Blockade Purpose,Raeder's Proposal,Codename,International Response,Treaty Establishment,Baltic coast,Northern Front,Southern Front,Asia-Pacific,Mediterranean and Middle East,Other campaigns,Coups,Military invasion of the Netherlands or predecessors,"In the case of military invasions of the Netherlands or its predecessor states, the key information to extract includes the event trigger that led to the invasion, the outcome of the invasion, and the military force involved in carrying out the invasion. The specifics of each invasion would vary based on the historical context, including the period, the countries or entities involved, and the objectives of the invading forces. This information provides a snapshot of the military history of the region and the impact of external interventions on the Netherlands.",Italian Declaration of War,French Announcement of Armistice with Germany,Italian General Offensive,Armistice Signing with Italy,Territories,Commencement,Locations,Completion,Excluded Territories,Impact of Liberation of Paris,Declaration as Independent Nation,Japanese Presence until end of war,Battle,Surrender,Hardships,Japanization Policy,Impact on Local Population,Military Objective,British Garrison,Japanese Invasion Force Units and Ships,Date of Port Blair's Occupation,Resistance from British Garrison,Fate of British Officers and Prisoners,Formal Annexation Date,Territory Involved,Events Leading Up to Annexation,International Recognition,Population Implications,Involved Forces,Objectives,Celebrated by,Hitler's claim,Start of war,Annexation,Additional demands,Meeting location,North Vietnamese/Pathet Lao Victory,Air Operations,Naval Operations,American Intervention,Tet Offensive,Vietnamization,Post-Paris Peace Accords,Spring 1975,UK,France,Italy,Sudetenland,Bohemia & Moravia,Zaolzie,Carpathian Ruthenia,Axis Forces Involved,Leading Country,Supervising Entity,Total Allied Soldiers,Overseer Generals,Soviet Union Influence,Emperor's Role,Reforms,Constitution Replacement,Military Limitation,Roman Occupation,Burgundian Occupation,Spanish Occupation,French Occupation,Authority,Impact on Ethnic Relations,High Commissioner,Projects,End of Occupation,Greco-Turkish War,Treaty of Lausanne,---------------------------------,Date of Invasion,Claimant,Previous Sovereignty,Military Forces Involved,Administering Authority,Dissolution of Government,Recognition by Arab League,Administration,US Role,Ukrainian State,Governorate of Subcarpathia,Soviet Occupation in World War II,Republic of Crimea and Sevastopol Occupation,Donetsk and Luhansk People's Republic Occupation,Start,Trigger,Players Involved,Frontline Strength,Other Casualties,Phases,Motivation,Operation Name,Main Objective,Approval Date,Other Military Forces,Accusations,------------------------------,South African incursion into Angola (Operation Savannah),Regions,Parties Involved,Red Army invasion,Dissolution of ADR,Creation of AzSSR,Establishment of AzCP,Commissar's note,Formation of alliance,Population Demographics,Historical Background,Establishment as Protectorate,Reintegration into Germany,Industrial Importance,Historical Context,Control by League of Nations,Post-World War II Protectorate,Policy of Industrial Disarmament,French Control,Return to West Germany,Participants,Major Encounters,Significance,Insurgency,Forces Involved,Disputed Numbers,Year,Supporting Forces,Protagonist Commander,Opposition Commander,Soviet Brigades,Notable Tactics,Opposition Faction Defection,Supporting Government Approval,Collaboration,Territories Annexed,Total Area,Total Population,Ultimatum by Soviet Union to Romania,Romanian Government Response,Annexation Process,Involvement of Nazi Germany,International Legal Perspective,Territory Occupied,Significant Outcome,Baltic Offensive,Siege of Leningrad,Tartu Offensive,Transbaikal Front,1st Far Eastern Front,2nd Far Eastern Front,Kwangtung Army,Fifth Area Army,Asia-Pacific region,Agreements/Treaties,Location,Troop Deployment,Coordination,Initial Deployment,Actions Taken,Phase 1: February Revolution,Phase 2: Strengthening,Phase 3: War Continuation,Insurgent Attacks,Massacres,Other,Main Events,Key Factors,trigger
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,German-installed government ruling over much of Ukraine during World War II,Autonomous region including occupied Transcarpathian Ukraine,"Soviet Union occupying Western Ukraine until Nazi Germany took control in 1941, reclaiming in 1944","Claimed by Russia, considered occupied by Ukraine and the United Nations",Separatist entities seen as part of temporarily occupied territories of Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Occupation of Ukraine
Seven months,American victory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Battle of Veracruz,Tampico Affair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Occupation of Veracruz
1941-1945,Victory for the Axis forces in the initial stages of the operation,"June 22, 1941",,Over 3.8 million personnel from Axis powers,,,"Total military casualties: 1,000,000+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nazi Germany and Axis allies,Based on German Army medical reports,"Total military casualties: 4,973,820 (Soviet archives)","Phase 1, Phase 2, Phase 3, Phase 4",German goal of acquiring Soviet territory and resources for Lebensraum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Operation Barbarossa
7 months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Operation Boleas,Quell a coup d'état,22 September 1998,Botswana Defence Force,Accused of using military dominance to further strategic interests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Operation Boleas
"March 19, 1944",Quick and bloodless occupation,,,German troops (exact number not specified),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Operation Margarethe
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-------------------,"South African forces, MPLA, UNITA, FNLA, Zaire",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Operation Savannah (Angola)
July 1994,Success,,,"U.S. Navy, Coast Guard, Air Force, Joint Special Ops, etc.",,Haitian coup d'état,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Operation Uphold Democracy
November 1918 - July 1919,,,,,,,,,,Polish victory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Eastern Galicia, Chełm Land, Volhynia","Second Polish Republic, Ukrainian People's Republic, West Ukrainian People's Republic, Hutsul Republic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Polish–Ukrainian War
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,April 1920,April 1920,April 1920,January 1920,January 1920,January 1920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Red Army invasion of Azerbaijan
September 1914 - June 1915,"Russian control, Russification of local Ukrainians, persecution of Jews and Greek Catholics","August 18, 1914",June 1915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"65% Greek Catholic Ukrainians, 22% Poles, 13% Jews","Integral part of medieval state of Kievan Rus, ruled by Poland, part of Austrian Empire, affected by First Partition of Poland, under Austrian jurisdiction until World War I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Russian occupation of Eastern Galicia, 1914–1915"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1945-1957,1957,"Center of the Industrial Revolution in Germany, third-largest area of coal, iron, and steel industry around 1900","Annexed or occupied by France during the Revolution and the Napoleonic Wars, part of the First French Empire as département de la Sarre between 1798 and 1814",1920-1935,Corresponds to the current German state of Saarland,Pursued until 1951,1946-1956,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saar Protectorate
1937-1945,Chinese victory as part of Allied victory in the Pacific War,,,,,,"14,000,000 total casualties, with 4,100,000 military casualties",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Republic of China, Empire of Japan, Soviet Union, United States","Marco Polo Bridge Incident, Aid from Soviet Union and United States, China Burma India Theater","Considered the beginning of World War II in Asia, Largest Asian war of the 20th century",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Second Sino-Japanese War
,Victory,,,500 paratroopers,,Indian/Maldivian government,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sino-Indian war
Ongoing conflict with key events from 2006 onwards,,,,,"ONLF threats against Ethiopian troops, attacks on Ethiopian soldiers, historical wars between Somalia and Ethiopia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ethiopian occupation of Somalia, Transitional Federal Government involvement","Ethiopian forces, Transitional Federal Government troops, Somali Islamist groups","Ethiopian troops initially claimed to be minimal, with estimates ranging from 9,000 to 15,000 troops",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somalia War (2006–2009)
,"Soviet forces supporting Sheng Shicai emerged victorious, gaining control of Xinjiang",,,,"Battle of Ürümqi, involvement of GPU troops",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1934,"White Russian troops, Kuomintang government",Ma Zhongying,Sheng Shicai,Altayiiskii and Tarbakhataiskii,"Use of tanks, airplanes, artillery, mustard gas",General Zhang Peiyuan defected to Ma Zhongying's side,Kuomintang designated Ma Zhongying as the 36th Division,"Soviet-White Russian joint force called ""The Altai Volunteers""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Soviet invasion of Xinjiang
June 28 to July 3,,,,,,Soviet occupation of Bessarabia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bessarabia, Northern Bukovina, Hertsa, Danube islands","50,762 km2","3,776,309 inhabitants",Threat of use of force on June 26,Agreement to withdraw from territories,Formal agreement for retrocession and cession,Support provided by Nazi Germany,Impact on Conventions for the Definition of Aggression,,,,,,,,,,,,,,,,,,,,,,,,,,Soviet occupation of Bessarabia and Northern Bukovina
1944 - August 1958,,1944,August 1958,Soviet Army,"Royal coup in 1944, Moscow Armistice of 1944, Paris Peace Treaties",,Not specified,,,,,,,,,,,,,,,,Soviet Army occupation due to Romania switching sides in World War II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northwestern part of Moldavia and most of Romania,"Red Army referred to as ""liberators"" in Romanian Communist sources",,,,,,,,,,,,,,,,,,,,,,,,Soviet occupation of Romania
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Red Army regains control over Baltic capitals, encircles retreating Wehrmacht and Latvian forces in Courland Pocket. German forces deported, Latvian leaders executed as traitors. Baltic territories reorganized into USSR constituent republics.",Soviet troops on Estonian border after siege ends. Tartu Offensive and Baltic Offensive launched. German High Command issues Operation Aster for Estonian forces. NKVD tries to prevent refugees from escaping Estonia. Estonian Forest Brothers maintain low profile.,"Soviet forces totaling 1.5 million launch offensive on Estonia. German Operation Aster for Estonian forces. NKVD targets National Committee members, tries to stop refugees. Estonian Swedes escape to Sweden or Finland.",,,,,,,,,,,,,,,,,,,,,Soviet re-occupation of the Baltic states (1944)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Soviet military force that participated in the invasion of the Japanese puppet state of Manchukuo.,One of the Soviet military fronts involved in the defeat of Japan's Kwantung Army.,Another Soviet military front that played a role in the liberation of various Japanese-held territories.,Japanese military force that was defeated during the Soviet-Japanese War.,Another Japanese military entity that faced defeats at the hands of the Soviet forces.,"Overall region where the military conflict took place, including various other campaigns.",,,,,,,,,,,,,,,Soviet–Japanese War
,Peace agreements at a local level,,,United States Marine Corps,,Cuban Insurgency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sugar Intervention
1976-2005,,1976,30 April 2005,,"Cedar Revolution, withdrawal agreement signed by Bashar al-Assad and Saad Hariri, Syrian military intervention, War of Liberation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Treaty of ""Brotherhood, Cooperation, and Coordination""",,,,,,,,,,,,,,Syrian occupation of Lebanon
,,,,,,,,30 April 2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yemeni archipelago of Socotra in the Guardafui Channel,"More than a hundred troops, artillery, armored vehicles",No prior coordination with the occupying Yemen government,"UAE military aircraft carrying over fifty soldiers, two armored vehicles",Dismissal of Yemeni soldiers from administrative installations,,,,,,,,,Takeover of Socotra
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nationalities within the former tsarist empire demanded autonomy, Provisional government approved regional administration, Ukraine denounced Bolsheviks.","Ukrainian Central Rada issued ""Appeal,"" joint session recognized Central Rada as regional authority.","Armed conflict depicted as part of the greater Russian Civil War between national and Bolshevik government. Pro-Bolshevik troops surrender, Central Rada in power.",,,,,,Ukrainian–Soviet War
,,,,,,,,,,,,,,,,,,2001-2021,"Invasion, Operation Enduring Freedom, Battle of Tora Bora",Conducted by US-led coalition forces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Various major attacks during the conflict period,Enumerate significant instances,Additional pertinent information,,,United States invasion of Afghanistan
,Victory,,,"British-Indian and French task force, Japanese troops from the Southern Expeditionary Army Group",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,War in Vietnam (1945–1946)
30 November 1939 - 13 March 1940,,,,,,,,,,"Expulsion of Soviet Union from the League of Nations, Finland ceded 9% of territory",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Soviet invasion, League of Nations intervention, Moscow Peace Treaty","Soviet demands, Finnish resistance, severe Soviet losses",Winter War
